id,language,subject,question,A,B,C,D,answer_letter
81,ta,formal_logic,"பின்வரும் வாதத்தின் முடிவை அடையாளம் காணவும். அன்றாட நோயாளிகளிடம் நாம் காணும் உணர்ச்சிகளின் காரணமாக, அதே பலவீனமான அறிவாற்றலை நம் சக ஊழியர்களிடமிருந்து சரிபார்க்காமல் இருப்பது கடினம். பொதுவாக வலுவான பாதுகாப்பு வழிமுறைகளுக்கு சொந்தமான நமது நனவின் அகந்தை, ஆழ்மன சிக்கல்களைத் தடுக்கிறது. இதன் காரணமாக, ஆழ்மனம் பற்றி மக்களுக்கு நம்ப வைப்பது கடினம், மேலும் அவர்களின் உணர்வுபூர்வ அறிவு எதற்கு முரணானது என்பதை அவர்களுக்குக் கற்பிப்பதும் கடினமாக உள்ளது. (சிக்மண்ட் பிராய்ட், மனோ பகுப்பாய்வின் தோற்றம் மற்றும் வளர்ச்சி)",It is hard not to verify in our peers the same weakened intelligence due to emotions that we observe in our everyday patients.,"The arrogance of our consciousness, which in general, belongs to the strongest defense mechanisms, blocks the unconscious complexes.","Because of this, it is difficult to convince people of the unconscious, and in turn to teach them what their conscious knowledge contradicts.","It is difficult to convince people of the unconscious, and in turn to teach them what their conscious knowledge contradicts.",D
81,te,formal_logic,"ఈ క్రింది వాదన యొక్క ముగింపును గుర్తించండి. మన రోజువారీ రోగులలో మనం గమనించే భావోద్వేగాల కారణంగా బలహీనమైన తెలివితేటలను మన సహచరులలో ధృవీకరించకుండా ఉండటం కష్టం. సాధారణంగా బలమైన రక్షణ యంత్రాంగాలకు చెందిన మన స్పృహ యొక్క అహంకారం, అపస్మారక సంక్లిష్టాలను నిరోధిస్తుంది. దీని కారణంగా, ప్రజలను అపస్మారకం గురించి ఒప్పించడం కష్టం, మరియు వారి స్పృహ జ్ఞానం దేనికి విరుద్ధంగా ఉందో వారికి నేర్పడం కూడా కష్టం. (సిగ్మండ్ ఫ్రాయిడ్, ది ఆరిజిన్ అండ్ డెవలప్మెంట్ ఆఫ్ సైకోఎనాలిసిస్)",It is hard not to verify in our peers the same weakened intelligence due to emotions that we observe in our everyday patients.,"The arrogance of our consciousness, which in general, belongs to the strongest defense mechanisms, blocks the unconscious complexes.","Because of this, it is difficult to convince people of the unconscious, and in turn to teach them what their conscious knowledge contradicts.","It is difficult to convince people of the unconscious, and in turn to teach them what their conscious knowledge contradicts.",D
81,ur,formal_logic,"Identify the conclusion of the following argument. It is hard not to verify in our peers the same weakened intelligence due to emotions that we observe in our everyday patients. The arrogance of our consciousness, which in general, belongs to the strongest defense mechanisms, blocks the unconscious complexes. Because of this, it is difficult to convince people of the unconscious, and in turn to teach them what their conscious knowledge contradicts. (Sigmund Freud, The Origin and Development of Psychoanalysis)",It is hard not to verify in our peers the same weakened intelligence due to emotions that we observe in our everyday patients.,"The arrogance of our consciousness, which in general, belongs to the strongest defense mechanisms, blocks the unconscious complexes.","Because of this, it is difficult to convince people of the unconscious, and in turn to teach them what their conscious knowledge contradicts.","It is difficult to convince people of the unconscious, and in turn to teach them what their conscious knowledge contradicts.",D
82,as,formal_logic,Select the best translation into predicate logic. David teaches Chris. (c: Chris; d: David; Txy: x teaches y),Tdc,Tcd,Tcc,dTc,A
82,bn,formal_logic,"অনুমানমূলক যুক্তিতে সর্বোত্তম অনুবাদটি নির্বাচন করুন। ডেভিড ক্রিসকে শেখায়। (c: ক্রিস; d: ডেভিড; Txy: x, y কে শেখায়)",Tdc,Tcd,Tcc,dTc,A
82,en,formal_logic,Select the best translation into predicate logic. David teaches Chris. (c: Chris; d: David; Txy: x teaches y),Tdc,Tcd,Tcc,dTc,A
82,gu,formal_logic,વિધાન તર્કશાસ્ત્રમાં શ્રેષ્ઠ અનુવાદ પસંદ કરો. ડેવિડ ક્રિસને શીખવે છે. (સી: ક્રિસ; ડી: ડેવિડ; ટીએક્સવાય: એક્સ વાય ને શીખવે છે),Tdc,Tcd,Tcc,dTc,A
82,hi,formal_logic,"सर्वोत्तम विधेय तर्क में अनुवाद का चयन करें। डेविड क्रिस को पढ़ाता है। (c: क्रिस; d: डेविड; Txy: एक्स, वाई को पढ़ाता है)",Tdc,Tcd,Tcc,dTc,A
82,kn,formal_logic,Select the best translation into predicate logic. David teaches Chris. (c: Chris; d: David; Txy: x teaches y),Tdc,Tcd,Tcc,dTc,A
82,kok,formal_logic,Select the best translation into predicate logic. David teaches Chris. (c: Chris; d: David; Txy: x teaches y),Tdc,Tcd,Tcc,dTc,A
82,ml,formal_logic,Select the best translation into predicate logic. David teaches Chris. (c: Chris; d: David; Txy: x teaches y),Tdc,Tcd,Tcc,dTc,A
82,mni,formal_logic,Select the best translation into predicate logic. David teaches Chris. (c: Chris; d: David; Txy: x teaches y),Tdc,Tcd,Tcc,dTc,A
82,mr,formal_logic,"सर्वोत्तम भाषांतर निवडा जे विधेय तर्कशास्त्रामध्ये असेल. डेव्हिड ख्रिसला शिकवतो. (c: ख्रिस; d: डेव्हिड; Txy: एक्स, वाय ला शिकवतो)",Tdc,Tcd,Tcc,dTc,A
82,ne,formal_logic,Select the best translation into predicate logic. David teaches Chris. (c: Chris; d: David; Txy: x teaches y),Tdc,Tcd,Tcc,dTc,A
82,or,formal_logic,Select the best translation into predicate logic. David teaches Chris. (c: Chris; d: David; Txy: x teaches y),Tdc,Tcd,Tcc,dTc,A
82,pa,formal_logic,Select the best translation into predicate logic. David teaches Chris. (c: Chris; d: David; Txy: x teaches y),Tdc,Tcd,Tcc,dTc,A
82,ta,formal_logic,விதிமுறை தர்க்கத்தில் சிறந்த மொழிபெயர்ப்பைத் தேர்ந்தெடுக்கவும். டேவிட் கிறிஸுக்குக் கற்பிக்கிறார். (c: கிறிஸ்; d: டேவிட்; Txy: x கற்பிக்கிறார் y),Tdc,Tcd,Tcc,dTc,A
82,te,formal_logic,"విధి సూత్రంలో ఉత్తమ అనువాదాన్ని ఎంచుకోండి. డేవిడ్ క్రిస్‌కు బోధిస్తాడు. (c: క్రిస్; d: డేవిడ్; Txy: x, y కి బోధిస్తాడు)",Tdc,Tcd,Tcc,dTc,A
82,ur,formal_logic,Select the best translation into predicate logic. David teaches Chris. (c: Chris; d: David; Txy: x teaches y),Tdc,Tcd,Tcc,dTc,A
83,as,formal_logic," Select the best English interpretation of the given proposition, using the following translation key: Ax: x is an apartment Hx: x is a house Lx: x is large Bxy: x is bigger than y (∃x)[(Ax • Lx) • (∃y)(Hy • Bxy)]",Some large houses are bigger than some apartments.,Some houses are bigger than all large apartments.,Some large apartments are bigger than some houses.,Some houses are bigger thatn some large apartments.,C
83,bn,formal_logic,"নিম্নলিখিত অনুবাদ কী ব্যবহার করে প্রদত্ত প্রস্তাবনার সেরা ইংরেজি ব্যাখ্যা নির্বাচন করুন: Ax: x একটি অ্যাপার্টমেন্ট Hx: x একটি বাড়ি Lx: x বড় Bxy: x, y এর চেয়ে বড় (অস্তিত্ব আছে x)[(Ax • Lx) • (অস্তিত্ব আছে y)(Hy • Bxy)]",Some large houses are bigger than some apartments.,Some houses are bigger than all large apartments.,Some large apartments are bigger than some houses.,Some houses are bigger thatn some large apartments.,C
83,en,formal_logic," Select the best English interpretation of the given proposition, using the following translation key: Ax: x is an apartment Hx: x is a house Lx: x is large Bxy: x is bigger than y (∃x)[(Ax • Lx) • (∃y)(Hy • Bxy)]",Some large houses are bigger than some apartments.,Some houses are bigger than all large apartments.,Some large apartments are bigger than some houses.,Some houses are bigger thatn some large apartments.,C
83,gu,formal_logic,"આપેલ દરખાસ્તનું શ્રેષ્ઠ અંગ્રેજી અર્થઘટન પસંદ કરો, નીચેની અનુવાદ કીનો ઉપયોગ કરીને: Ax: x એ એપાર્ટમેન્ટ છે Hx: x એ ઘર છે Lx: x મોટું છે Bxy: x એ y કરતા મોટું છે (∃x)[(Ax • Lx) • (∃y)(Hy • Bxy)]",Some large houses are bigger than some apartments.,Some houses are bigger than all large apartments.,Some large apartments are bigger than some houses.,Some houses are bigger thatn some large apartments.,C
83,hi,formal_logic,"निम्नलिखित अनुवाद कुंजी का उपयोग करके दिए गए प्रस्ताव की सर्वोत्तम अंग्रेजी व्याख्या का चयन करें: Ax: x एक अपार्टमेंट है Hx: x एक घर है Lx: x बड़ा है Bxy: x, y से बड़ा है (∃x)[(Ax • Lx) • (∃y)(Hy • Bxy)]",Some large houses are bigger than some apartments.,Some houses are bigger than all large apartments.,Some large apartments are bigger than some houses.,Some houses are bigger thatn some large apartments.,C
83,kn,formal_logic," Select the best English interpretation of the given proposition, using the following translation key: Ax: x is an apartment Hx: x is a house Lx: x is large Bxy: x is bigger than y (∃x)[(Ax • Lx) • (∃y)(Hy • Bxy)]",Some large houses are bigger than some apartments.,Some houses are bigger than all large apartments.,Some large apartments are bigger than some houses.,Some houses are bigger thatn some large apartments.,C
83,kok,formal_logic," Select the best English interpretation of the given proposition, using the following translation key: Ax: x is an apartment Hx: x is a house Lx: x is large Bxy: x is bigger than y (∃x)[(Ax • Lx) • (∃y)(Hy • Bxy)]",Some large houses are bigger than some apartments.,Some houses are bigger than all large apartments.,Some large apartments are bigger than some houses.,Some houses are bigger thatn some large apartments.,C
83,ml,formal_logic," Select the best English interpretation of the given proposition, using the following translation key: Ax: x is an apartment Hx: x is a house Lx: x is large Bxy: x is bigger than y (∃x)[(Ax • Lx) • (∃y)(Hy • Bxy)]",Some large houses are bigger than some apartments.,Some houses are bigger than all large apartments.,Some large apartments are bigger than some houses.,Some houses are bigger thatn some large apartments.,C
83,mni,formal_logic," Select the best English interpretation of the given proposition, using the following translation key: Ax: x is an apartment Hx: x is a house Lx: x is large Bxy: x is bigger than y (∃x)[(Ax • Lx) • (∃y)(Hy • Bxy)]",Some large houses are bigger than some apartments.,Some houses are bigger than all large apartments.,Some large apartments are bigger than some houses.,Some houses are bigger thatn some large apartments.,C
83,mr,formal_logic,दिलेल्या विधानाचे सर्वोत्तम इंग्रजी भाषांतर खालील भाषांतरणानुसार निवडा: Ax: x हे एक अपार्टमेंट आहे. Hx: x हे एक घर आहे. Lx: x मोठे आहे. Bxy: x हे y पेक्षा मोठे आहे. ( अस्तित्वात x ) [(Ax • Lx) • (अस्तित्वात y) (Hy • Bxy)],Some large houses are bigger than some apartments.,Some houses are bigger than all large apartments.,Some large apartments are bigger than some houses.,Some houses are bigger thatn some large apartments.,C
83,ne,formal_logic," Select the best English interpretation of the given proposition, using the following translation key: Ax: x is an apartment Hx: x is a house Lx: x is large Bxy: x is bigger than y (∃x)[(Ax • Lx) • (∃y)(Hy • Bxy)]",Some large houses are bigger than some apartments.,Some houses are bigger than all large apartments.,Some large apartments are bigger than some houses.,Some houses are bigger thatn some large apartments.,C
83,or,formal_logic," Select the best English interpretation of the given proposition, using the following translation key: Ax: x is an apartment Hx: x is a house Lx: x is large Bxy: x is bigger than y (∃x)[(Ax • Lx) • (∃y)(Hy • Bxy)]",Some large houses are bigger than some apartments.,Some houses are bigger than all large apartments.,Some large apartments are bigger than some houses.,Some houses are bigger thatn some large apartments.,C
83,pa,formal_logic," Select the best English interpretation of the given proposition, using the following translation key: Ax: x is an apartment Hx: x is a house Lx: x is large Bxy: x is bigger than y (∃x)[(Ax • Lx) • (∃y)(Hy • Bxy)]",Some large houses are bigger than some apartments.,Some houses are bigger than all large apartments.,Some large apartments are bigger than some houses.,Some houses are bigger thatn some large apartments.,C
83,ta,formal_logic,"கொடுக்கப்பட்ட கூற்றின் சிறந்த ஆங்கில விளக்கத்தைத் தேர்ந்தெடுக்கவும், பின்வரும் மொழிபெயர்ப்பு குறிமுறையைப் பயன்படுத்தவும்: Ax: x என்பது ஒரு அடுக்குமாடி குடியிருப்பு Hx: x என்பது ஒரு வீடு Lx: x பெரியது Bxy: x ஆனது y ஐ விட பெரியது (உள்ளதுx)[(Ax • Lx) • (உள்ளதுy)(Hy • Bxy)]",Some large houses are bigger than some apartments.,Some houses are bigger than all large apartments.,Some large apartments are bigger than some houses.,Some houses are bigger thatn some large apartments.,C
83,te,formal_logic,"ఇచ్చిన ప్రతిపాదనకు ఉత్తమ ఆంగ్ల వివరణను ఎంచుకోండి, ఈ క్రింది అనువాద సూచికను ఉపయోగించి: Ax: x అనేది ఒక అపార్ట్‌మెంట్ Hx: x అనేది ఒక ఇల్లు Lx: x పెద్దది Bxy: x అనేది y కంటే పెద్దది (∃x)[(Ax • Lx) • (∃y)(Hy • Bxy)]",Some large houses are bigger than some apartments.,Some houses are bigger than all large apartments.,Some large apartments are bigger than some houses.,Some houses are bigger thatn some large apartments.,C
83,ur,formal_logic," Select the best English interpretation of the given proposition, using the following translation key: Ax: x is an apartment Hx: x is a house Lx: x is large Bxy: x is bigger than y (∃x)[(Ax • Lx) • (∃y)(Hy • Bxy)]",Some large houses are bigger than some apartments.,Some houses are bigger than all large apartments.,Some large apartments are bigger than some houses.,Some houses are bigger thatn some large apartments.,C
84,as,formal_logic,"Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
~G ⊃ H
~H / G",Valid,Invalid. Counterexample when G and H are true,Invalid. Counterexample when G is true and H is false,Invalid. Counterexample when H is true and G is false,A
84,bn,formal_logic,"নিম্নলিখিত যুক্তির জন্য একটি সম্পূর্ণ সত্য সারণী তৈরি করুন। তারপর, সত্য সারণী ব্যবহার করে নির্ধারণ করুন যে যুক্তিটি বৈধ নাকি অবৈধ। যদি যুক্তিটি অবৈধ হয়, তাহলে এমন একটি বিকল্প নির্বাচন করুন যা একটি বিপরীত উদাহরণ উপস্থাপন করে। (অন্যান্য বিপরীত উদাহরণও থাকতে পারে।)
~G ⊃ H
~H / G",Valid,Invalid. Counterexample when G and H are true,Invalid. Counterexample when G is true and H is false,Invalid. Counterexample when H is true and G is false,A
84,en,formal_logic,"Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
~G ⊃ H
~H / G",Valid,Invalid. Counterexample when G and H are true,Invalid. Counterexample when G is true and H is false,Invalid. Counterexample when H is true and G is false,A
84,gu,formal_logic,"નીચેના તર્ક માટે સંપૂર્ણ સત્ય કોષ્ટક બનાવો. પછી, સત્ય કોષ્ટકનો ઉપયોગ કરીને, નક્કી કરો કે આ દલીલ માન્ય છે કે અમાન્ય. જો દલીલ અમાન્ય હોય, તો એક એવો વિકલ્પ પસંદ કરો જે વિરોધાભાસી ઉદાહરણ રજૂ કરે. (અન્ય વિરોધાભાસી ઉદાહરણો પણ હોઈ શકે છે.)
~G ⊃ H
~H / G",Valid,Invalid. Counterexample when G and H are true,Invalid. Counterexample when G is true and H is false,Invalid. Counterexample when H is true and G is false,A
84,hi,formal_logic,"निम्नलिखित तर्क के लिए एक पूर्ण सत्य सारणी का निर्माण करें। फिर, सत्य सारणी का उपयोग करके, निर्धारित करें कि तर्क वैध है या अवैध। यदि तर्क अवैध है, तो एक ऐसा विकल्प चुनें जो एक प्रतिउदाहरण प्रस्तुत करता है। (अन्य प्रतिउदाहरण भी हो सकते हैं।)
~G ⊃ H
~H / G",Valid,Invalid. Counterexample when G and H are true,Invalid. Counterexample when G is true and H is false,Invalid. Counterexample when H is true and G is false,A
84,kn,formal_logic,"Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
~G ⊃ H
~H / G",Valid,Invalid. Counterexample when G and H are true,Invalid. Counterexample when G is true and H is false,Invalid. Counterexample when H is true and G is false,A
84,kok,formal_logic,"Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
~G ⊃ H
~H / G",Valid,Invalid. Counterexample when G and H are true,Invalid. Counterexample when G is true and H is false,Invalid. Counterexample when H is true and G is false,A
84,ml,formal_logic,"Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
~G ⊃ H
~H / G",Valid,Invalid. Counterexample when G and H are true,Invalid. Counterexample when G is true and H is false,Invalid. Counterexample when H is true and G is false,A
84,mni,formal_logic,"Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
~G ⊃ H
~H / G",Valid,Invalid. Counterexample when G and H are true,Invalid. Counterexample when G is true and H is false,Invalid. Counterexample when H is true and G is false,A
84,mr,formal_logic,"पुढील युक्तिवादासाठी एक संपूर्ण सत्य सारणी तयार करा. त्यानंतर, सत्य सारणी वापरून, युक्तिवाद वैध आहे की अवैध हे ठरवा. जर युक्तिवाद अवैध असेल, तर प्रतिउदाहरण सादर करणारा पर्याय निवडा. (इतर प्रतिउदाहरणे देखील असू शकतात.)
~G ⊃ H
~H / G",Valid,Invalid. Counterexample when G and H are true,Invalid. Counterexample when G is true and H is false,Invalid. Counterexample when H is true and G is false,A
84,ne,formal_logic,"Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
~G ⊃ H
~H / G",Valid,Invalid. Counterexample when G and H are true,Invalid. Counterexample when G is true and H is false,Invalid. Counterexample when H is true and G is false,A
84,or,formal_logic,"Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
~G ⊃ H
~H / G",Valid,Invalid. Counterexample when G and H are true,Invalid. Counterexample when G is true and H is false,Invalid. Counterexample when H is true and G is false,A
84,pa,formal_logic,"Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
~G ⊃ H
~H / G",Valid,Invalid. Counterexample when G and H are true,Invalid. Counterexample when G is true and H is false,Invalid. Counterexample when H is true and G is false,A
84,ta,formal_logic,"பின்வரும் வாதத்திற்கு ஒரு முழுமையான உண்மை அட்டவணையை உருவாக்கவும். பின்னர், உண்மை அட்டவணையைப் பயன்படுத்தி, வாதம் செல்லுபடியாகுமா அல்லது செல்லுபடியாகாதா என்பதைத் தீர்மானிக்கவும். வாதம் செல்லுபடியாகவில்லை என்றால், எதிர் உதாரணத்தை வழங்கும் ஒரு விருப்பத்தைத் தேர்ந்தெடுக்கவும். (வேறு எதிர் உதாரணங்களும் இருக்கலாம்.)
~G ⊃ H
~H / G",Valid,Invalid. Counterexample when G and H are true,Invalid. Counterexample when G is true and H is false,Invalid. Counterexample when H is true and G is false,A
84,te,formal_logic,"ఈ క్రింది వాదనకు ఒక పూర్తి సత్య పట్టికను నిర్మించండి. ఆపై, సత్య పట్టికను ఉపయోగించి, ఈ వాదన చెల్లుబాటు అవుతుందా లేదా అని నిర్ణయించండి. వాదన చెల్లనిదైతే, ప్రతి ఉదాహరణను అందించే ఎంపికను ఎంచుకోండి. (ఇతర ప్రతి ఉదాహరణలు కూడా ఉండవచ్చు.)
~G ⊃ H
~H / G",Valid,Invalid. Counterexample when G and H are true,Invalid. Counterexample when G is true and H is false,Invalid. Counterexample when H is true and G is false,A
84,ur,formal_logic,"Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
~G ⊃ H
~H / G",Valid,Invalid. Counterexample when G and H are true,Invalid. Counterexample when G is true and H is false,Invalid. Counterexample when H is true and G is false,A
85,as,formal_logic," Use the following key to translate the given formula of PL to natural, English sentences.
A: Marina reads a Percy Jackson book.
B: Izzy plays Minecraft.
C: Emily stops working.
D: Russell makes dinner.
E: Ashleigh stops by.
(~B • E) ⊃ D",If it's not the case that both Izzy plays Minecraft and Ashleigh stops by then Russell makes dinner.,If it's both not the case that Izzy plays Minecraft and Ashleigh stops by then Russell makes dinner.,Izzy playing Minecraft and Ashleigh stopping by entails that Russell makes dinner.,Russell's making dinner is a sufficient condition for Izzy not playing Minecraft and Ashleigh stopping by.,B
85,bn,formal_logic,"PL-এর প্রদত্ত সূত্রটিকে স্বাভাবিক ইংরেজি বাক্যে অনুবাদ করতে নিম্নলিখিত কী ব্যবহার করুন।
A: মেরিনা পার্সি জ্যাকসনের একটি বই পড়ে।
B: ইজ্জি মাইনক্রাফ্ট খেলে।
C: এমিলি কাজ করা বন্ধ করে দেয়।
D: রাসেল রাতের খাবার তৈরি করে।
E: অ্যাশলেই দেখা করতে আসে।
(~B • E) ⊃ D",If it's not the case that both Izzy plays Minecraft and Ashleigh stops by then Russell makes dinner.,If it's both not the case that Izzy plays Minecraft and Ashleigh stops by then Russell makes dinner.,Izzy playing Minecraft and Ashleigh stopping by entails that Russell makes dinner.,Russell's making dinner is a sufficient condition for Izzy not playing Minecraft and Ashleigh stopping by.,B
85,en,formal_logic," Use the following key to translate the given formula of PL to natural, English sentences.
A: Marina reads a Percy Jackson book.
B: Izzy plays Minecraft.
C: Emily stops working.
D: Russell makes dinner.
E: Ashleigh stops by.
(~B • E) ⊃ D",If it's not the case that both Izzy plays Minecraft and Ashleigh stops by then Russell makes dinner.,If it's both not the case that Izzy plays Minecraft and Ashleigh stops by then Russell makes dinner.,Izzy playing Minecraft and Ashleigh stopping by entails that Russell makes dinner.,Russell's making dinner is a sufficient condition for Izzy not playing Minecraft and Ashleigh stopping by.,B
85,gu,formal_logic,"આપેલ સૂત્ર PL ને સ્વાભાવિક અંગ્રેજી વાક્યોમાં અનુવાદિત કરવા માટે નીચેની કીનો ઉપયોગ કરો.
A: મરિના પર્સી જેક્સનનું પુસ્તક વાંચે છે.
B: ઇઝી માઇનક્રાફ્ટ રમે છે.
C: એમિલી કામ કરવાનું બંધ કરે છે.
D: રસેલ રાત્રિભોજન બનાવે છે.
E: એશ્લે આવે છે.
(~B • E) ⊃ D",If it's not the case that both Izzy plays Minecraft and Ashleigh stops by then Russell makes dinner.,If it's both not the case that Izzy plays Minecraft and Ashleigh stops by then Russell makes dinner.,Izzy playing Minecraft and Ashleigh stopping by entails that Russell makes dinner.,Russell's making dinner is a sufficient condition for Izzy not playing Minecraft and Ashleigh stopping by.,B
85,hi,formal_logic,"PL के दिए गए सूत्र को प्राकृतिक, अंग्रेजी वाक्यों में अनुवाद करने के लिए निम्नलिखित कुंजी का उपयोग करें।
A: मरीना पर्सी जैक्सन की एक किताब पढ़ती है।
B: इज़ी माइनक्राफ्ट खेलता है।
C: एमिली काम करना बंद कर देती है।
D: रसेल रात का खाना बनाता है।
E: एशले आता है।
(~B • E) ⊃ D",If it's not the case that both Izzy plays Minecraft and Ashleigh stops by then Russell makes dinner.,If it's both not the case that Izzy plays Minecraft and Ashleigh stops by then Russell makes dinner.,Izzy playing Minecraft and Ashleigh stopping by entails that Russell makes dinner.,Russell's making dinner is a sufficient condition for Izzy not playing Minecraft and Ashleigh stopping by.,B
85,kn,formal_logic," Use the following key to translate the given formula of PL to natural, English sentences.
A: Marina reads a Percy Jackson book.
B: Izzy plays Minecraft.
C: Emily stops working.
D: Russell makes dinner.
E: Ashleigh stops by.
(~B • E) ⊃ D",If it's not the case that both Izzy plays Minecraft and Ashleigh stops by then Russell makes dinner.,If it's both not the case that Izzy plays Minecraft and Ashleigh stops by then Russell makes dinner.,Izzy playing Minecraft and Ashleigh stopping by entails that Russell makes dinner.,Russell's making dinner is a sufficient condition for Izzy not playing Minecraft and Ashleigh stopping by.,B
85,kok,formal_logic," Use the following key to translate the given formula of PL to natural, English sentences.
A: Marina reads a Percy Jackson book.
B: Izzy plays Minecraft.
C: Emily stops working.
D: Russell makes dinner.
E: Ashleigh stops by.
(~B • E) ⊃ D",If it's not the case that both Izzy plays Minecraft and Ashleigh stops by then Russell makes dinner.,If it's both not the case that Izzy plays Minecraft and Ashleigh stops by then Russell makes dinner.,Izzy playing Minecraft and Ashleigh stopping by entails that Russell makes dinner.,Russell's making dinner is a sufficient condition for Izzy not playing Minecraft and Ashleigh stopping by.,B
85,ml,formal_logic," Use the following key to translate the given formula of PL to natural, English sentences.
A: Marina reads a Percy Jackson book.
B: Izzy plays Minecraft.
C: Emily stops working.
D: Russell makes dinner.
E: Ashleigh stops by.
(~B • E) ⊃ D",If it's not the case that both Izzy plays Minecraft and Ashleigh stops by then Russell makes dinner.,If it's both not the case that Izzy plays Minecraft and Ashleigh stops by then Russell makes dinner.,Izzy playing Minecraft and Ashleigh stopping by entails that Russell makes dinner.,Russell's making dinner is a sufficient condition for Izzy not playing Minecraft and Ashleigh stopping by.,B
85,mni,formal_logic," Use the following key to translate the given formula of PL to natural, English sentences.
A: Marina reads a Percy Jackson book.
B: Izzy plays Minecraft.
C: Emily stops working.
D: Russell makes dinner.
E: Ashleigh stops by.
(~B • E) ⊃ D",If it's not the case that both Izzy plays Minecraft and Ashleigh stops by then Russell makes dinner.,If it's both not the case that Izzy plays Minecraft and Ashleigh stops by then Russell makes dinner.,Izzy playing Minecraft and Ashleigh stopping by entails that Russell makes dinner.,Russell's making dinner is a sufficient condition for Izzy not playing Minecraft and Ashleigh stopping by.,B
85,mr,formal_logic,"PL च्या दिलेल्या सूत्राचे नैसर्गिक, इंग्रजी वाक्यांमध्ये भाषांतर करण्यासाठी खालील की (key) वापरा.
A: मरीना पर्सी जॅक्सनचे पुस्तक वाचते.
B: इझी माइनक्राफ्ट खेळतो.
C: एमिली काम करणे थांबवते.
D: रसेल रात्रीचे जेवण बनवतो.
E: ॲशली भेटायला येते.
(~B • E) ⊃ D",If it's not the case that both Izzy plays Minecraft and Ashleigh stops by then Russell makes dinner.,If it's both not the case that Izzy plays Minecraft and Ashleigh stops by then Russell makes dinner.,Izzy playing Minecraft and Ashleigh stopping by entails that Russell makes dinner.,Russell's making dinner is a sufficient condition for Izzy not playing Minecraft and Ashleigh stopping by.,B
85,ne,formal_logic," Use the following key to translate the given formula of PL to natural, English sentences.
A: Marina reads a Percy Jackson book.
B: Izzy plays Minecraft.
C: Emily stops working.
D: Russell makes dinner.
E: Ashleigh stops by.
(~B • E) ⊃ D",If it's not the case that both Izzy plays Minecraft and Ashleigh stops by then Russell makes dinner.,If it's both not the case that Izzy plays Minecraft and Ashleigh stops by then Russell makes dinner.,Izzy playing Minecraft and Ashleigh stopping by entails that Russell makes dinner.,Russell's making dinner is a sufficient condition for Izzy not playing Minecraft and Ashleigh stopping by.,B
85,or,formal_logic," Use the following key to translate the given formula of PL to natural, English sentences.
A: Marina reads a Percy Jackson book.
B: Izzy plays Minecraft.
C: Emily stops working.
D: Russell makes dinner.
E: Ashleigh stops by.
(~B • E) ⊃ D",If it's not the case that both Izzy plays Minecraft and Ashleigh stops by then Russell makes dinner.,If it's both not the case that Izzy plays Minecraft and Ashleigh stops by then Russell makes dinner.,Izzy playing Minecraft and Ashleigh stopping by entails that Russell makes dinner.,Russell's making dinner is a sufficient condition for Izzy not playing Minecraft and Ashleigh stopping by.,B
85,pa,formal_logic," Use the following key to translate the given formula of PL to natural, English sentences.
A: Marina reads a Percy Jackson book.
B: Izzy plays Minecraft.
C: Emily stops working.
D: Russell makes dinner.
E: Ashleigh stops by.
(~B • E) ⊃ D",If it's not the case that both Izzy plays Minecraft and Ashleigh stops by then Russell makes dinner.,If it's both not the case that Izzy plays Minecraft and Ashleigh stops by then Russell makes dinner.,Izzy playing Minecraft and Ashleigh stopping by entails that Russell makes dinner.,Russell's making dinner is a sufficient condition for Izzy not playing Minecraft and Ashleigh stopping by.,B
